FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_200629,Common Voice,This path is designated for agricultural vehicles.,0,,
common_voice_en_18985611,Common Voice,He studied drama at the University of Cape Town.,0,,
common_voice_en_565236,Common Voice,I don't want anything for myself.,0,,
common_voice_en_562162,Common Voice,I don't know you from Adam.,0,,
common_voice_en_17265499,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_17286624,Common Voice,A fool and his money are soon parted.,0,,
common_voice_en_20128948,Common Voice,"The reaction products are isobutylene, ethanol and potassium bromide.",0,,
common_voice_en_18326426,Common Voice,I thought that her new novel was absolutely hopeless. Complete rubbish,1,,
common_voice_en_20360908,Common Voice,It is not known when Li Yichang was born.,0,,
common_voice_en_515277,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_18633820,Common Voice,Curse all dancing chauffeurs!,1,,
common_voice_en_19827849,Common Voice,"He rushes back to the inn, but is too late to warn Primus.",0,,
common_voice_en_18658742,Common Voice,We must treat people humanely.,0,,
common_voice_en_21627800,Common Voice,He divided the family into twelve subfamilies and subordinate tribes.,0,,
common_voice_en_19685844,Common Voice,"He fails, however, as Mercutio gets stabbed under Romeo's arm and dies.",0,,
common_voice_en_572024,Common Voice,I'm going to check up on that right away.,0,,
common_voice_en_17428962,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_20988698,Common Voice,"""Ushio"" subsequently escorted aircraft carrier to Truk, at the Battle of the Coral Sea.",0,,
common_voice_en_17885163,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_588526,Common Voice,Get this car out of here!,0,,
common_voice_en_559471,Common Voice,Don't spank your kids!,0,,
common_voice_en_496462,Common Voice,Let me out of here!,0,,
common_voice_en_531977,Common Voice,He'll drive you batty!,0,,
common_voice_en_108115,Common Voice,Her jeans have holes in them.,0,,
common_voice_en_214182,Common Voice,The play seems dull and quite stupid.,1,,
common_voice_en_186276,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_154393,Common Voice,"I thought about whether we should find coins and models in it, and so on.",0,,
common_voice_en_582033,Common Voice,There was a moment of silence so profound that it seemed the city was asleep.,0,,
common_voice_en_8126999,Common Voice,Rake the rubbish up and then burn it.,0,,
common_voice_en_17293143,Common Voice,What have you there?,0,,
common_voice_en_20392913,Common Voice,"Based on a simple three-chord pattern, ""Blitzkrieg Bop"" opens with the chant ""Hey!",0,,
common_voice_en_684663,Common Voice,I hope he grows up to look like you.,0,,
common_voice_en_663817,Common Voice,So you can kill me too?,0,,
common_voice_en_20530238,Common Voice,Students were coached by Chef Jay Judy.,0,,
common_voice_en_95045,Common Voice,But they were not there.,0,,
common_voice_en_18684853,Common Voice,"The pronunciation, however, remains to this day ""howston.",0,,
common_voice_en_194068,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_544523,Common Voice,I think you're crazy.,1,,
common_voice_en_607604,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_19539887,Common Voice,The attempt foundered when Rudd unexpectedly announced that he would not contest the position.,0,,
common_voice_en_18117842,Common Voice,You are so rude!,1,,
common_voice_en_17589370,Common Voice,"To check one To pull the fell hide, skin over one's ears.",0,,
common_voice_en_22917948,Common Voice,"Aron Eisenberg, who plays Nog, has stated that this episode is his personal favorite.",0,,
common_voice_en_31685,Common Voice,I would have won the Junior Olympics if not for those medaling kids.,0,,
common_voice_en_21336073,Common Voice,Marriage was declared a civil contract.,0,,
common_voice_en_581050,Common Voice,Something gets knocked down by a bulldozer.,0,,
common_voice_en_25764,Common Voice,Could you give me a piece of bread please?,0,,
common_voice_en_181047,Common Voice,Get out of here.,0,,
common_voice_en_22730797,Common Voice,The concept of recapitulation was first formulated outside the field of biology.,0,,
common_voice_en_490060,Common Voice,Who the heck is Johnny?!,1,,
common_voice_en_21975246,Common Voice,I hate her.,1,,
common_voice_en_119983,Common Voice,All they think about is food and water.,0,,
common_voice_en_92366,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_19679395,Common Voice,Rivera Senior has since retired from public life.,0,,
common_voice_en_326661,Common Voice,Don't be so silly!,1,,
common_voice_en_578668,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_656633,Common Voice,With that new haircut you look ridiculous.,1,,
common_voice_en_20306382,Common Voice,The River Carno flows through the village.,0,,
common_voice_en_479244,Common Voice,A large portion of the cylinder had been uncovered.,0,,
common_voice_en_654219,Common Voice,Monkeys smile when they are scared.,0,,
common_voice_en_17673831,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_53367,Common Voice,He quickly pulled his hands away.,0,,
common_voice_en_487354,Common Voice,Did she guarantee this place?,0,,
common_voice_en_20294815,Common Voice,"It leases it to Vermont Rail Systems, Green Mountain Railroad, and Washington County Railroad.",0,,
common_voice_en_20859213,Common Voice,"Meanwhile, a new edition of the Pleo, the L Special Color Selection, was launched.",0,,
common_voice_en_19102586,Common Voice,The club's exile from the Bundesliga would last a dozen years.,0,,
common_voice_en_24117,Common Voice,Take your paws off me!,1,,
common_voice_en_19638959,Common Voice,"Free the political prisoners, or it will be sure death for all of you.",0,,
common_voice_en_37788,Common Voice,Every dog has its day.,0,,
common_voice_en_23309204,Common Voice,The games were regulated by the Olympic Council of Asia.,0,,
common_voice_en_521249,Common Voice,Keep your shirt on.,0,,
common_voice_en_197479,Common Voice,"""I'm an adventurer, looking for treasure,"" he said to himself.",0,,
common_voice_en_18799247,Common Voice,"Various accounts mention Alcibiades, Crito, or Cebes, as the person who ransomed him.",0,,
common_voice_en_20141429,Common Voice,Hernandez is openly gay.,0,,
common_voice_en_176506,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_19638624,Common Voice,"""American Idiot"" knows no limits - it's a global knockout.",0,,
common_voice_en_21973,Common Voice,I think you're crazy.,1,,
common_voice_en_56742,Common Voice,He's nuts about you.,0,,
common_voice_en_17265734,Common Voice,"Have you visited that famous batcave, Albert?",0,,
common_voice_en_18799254,Common Voice,The Cotswolds Escarpment forms the eastern edge of South Gloucestershire.,0,,
common_voice_en_18626274,Common Voice,"ÔÇÿYouÔÇÖre a very poor speaker,ÔÇÖ said the King.",1,,
common_voice_en_8237519,Common Voice,Don't spank your kids!,0,,
common_voice_en_110557,Common Voice,At his side was the young Arab the boy had spoken with earlier.,0,,
common_voice_en_22091420,Common Voice,one,0,,
common_voice_en_625438,Common Voice,Her jeans have holes in them.,0,,
common_voice_en_20189112,Common Voice,Nathanson married four times; his first three marriages ended in divorce.,0,,
common_voice_en_23664,Common Voice,"Yours sincerely, satan.",0,,
common_voice_en_20621059,Common Voice,Green's forthright commentary style has often divided opinion among radio listeners.,0,,
common_voice_en_18148761,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_17250446,Common Voice,Can you help me with this question?,0,,
common_voice_en_33097,Common Voice,I read only what the birds wanted to tell me.,0,,
common_voice_en_210774,Common Voice,That insane android continues to ignore me.,1,,
common_voice_en_68324,Common Voice,I'll kill both of them!,1,,
common_voice_en_304201,Common Voice,A bird makes his nest little by little.,0,,
common_voice_en_17301423,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
common_voice_en_17885613,Common Voice,Don't be so silly!,1,,
common_voice_en_114797,Common Voice,This crazy llama spit in my face.,1,,
common_voice_en_15735555,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_20233016,Common Voice,"The light weight assures light steering without power assistance, even with very large tyres.",0,,
common_voice_en_23688823,Common Voice,The opposite solution-where the owner plays dove and the intruder plays Hawk-is equally stable.,0,,
common_voice_en_159056,Common Voice,You've got lipstick all over your mouth.,0,,
common_voice_en_100474,Common Voice,Don't be an idiot!,1,,
common_voice_en_19479547,Common Voice,While studying there he met Gerty Theresa Radnitz.,0,,
common_voice_en_523918,Common Voice,"It commenced to blow harder, raising the desert sands.",0,,
common_voice_en_17772884,Common Voice,"Nora finds herself ugly, because she has pimples.",0,,
common_voice_en_643114,Common Voice,"""They were given to me as a present by a king,"" the boy said.",0,,
common_voice_en_656160,Common Voice,"The manufacturer called this helicopter ""tiger"".",0,,
common_voice_en_19704121,Common Voice,He's something worse.,1,,
common_voice_en_9392,Common Voice,"The boy reached the small, abandoned church just as night was falling.",0,,
common_voice_en_174993,Common Voice,You're losing your eye.,0,,
common_voice_en_486632,Common Voice,"I had the ""everyone has Gary Busey's teeth"" dream again.",0,,
common_voice_en_19519252,Common Voice,"It appears that he was mostly self-taught, although he also attended a private school.",0,,
common_voice_en_17877234,Common Voice,The chap slipped into the crowd and was lost.,0,,
common_voice_en_551019,Common Voice,There's that reprieve if they ever find out.,0,,
common_voice_en_52586,Common Voice,Get out of here.,0,,
common_voice_en_480287,Common Voice,"""What do I do in Salem?"" The old man laughed.",0,,
common_voice_en_191970,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_17262531,Common Voice,"Television can make you dumb, but it can also be good education.",0,,
common_voice_en_19138597,Common Voice,"It is located in Sewanee, Tennessee, United States.",0,,
common_voice_en_18826502,Common Voice,He sounds a sinister wild-fowl!,1,,
common_voice_en_57661,Common Voice,You wouldn't want to kill anybody.,0,,
common_voice_en_24049546,Common Voice,"The current co-Chairmen are ""Dirty Bob"" Krotts and Dick Freeman.",0,,
common_voice_en_18142489,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_164981,Common Voice,Her jeans have holes in them.,0,,
common_voice_en_585747,Common Voice,Take your paws off me!,1,,
common_voice_en_21916479,Common Voice,Andrews has promoted using a condom for hardcore sex scenes.,0,,
common_voice_en_17981927,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_18767142,Common Voice,In the courtyard two lotus shaped fountains can be seen.,0,,
common_voice_en_19480685,Common Voice,"At the time it used the Michigan Central west from New Buffalo, Michigan.",0,,
common_voice_en_17841470,Common Voice,Save a thief from the gallows and he will cut your throat.,0,,
common_voice_en_19630304,Common Voice,"In this way, the family can honor their customs without entering the morgue.",0,,
common_voice_en_4989605,Common Voice,You have to crawl before you walk.,0,,
common_voice_en_104194,Common Voice,"Yours sincerely, satan.",0,,
common_voice_en_43065,Common Voice,The weather in Finland sucks.,1,,
common_voice_en_18971304,Common Voice,The new company was headquartered in Rio Grande.,0,,
common_voice_en_23644098,Common Voice,Some primary schools have attached preschool sections.,0,,
common_voice_en_22089491,Common Voice,All but two of the examples below predate Queen Anne.,0,,
common_voice_en_19623679,Common Voice,"At times, he is also cowardly and hypocritical.",1,,
common_voice_en_26276,Common Voice,"No hope, no adventure, no old kings or destinies, no treasure, and no Pyramids.",0,,
common_voice_en_18152603,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_20233583,Common Voice,There are under five homes built on this island.,0,,
common_voice_en_23835304,Common Voice,We are going to kill all of you.,1,,
common_voice_en_23861449,Common Voice,Fairfield Pond is in the town's northwest corner.,0,,
common_voice_en_19651069,Common Voice,There are no majority winner of those elections and coalition governments are inevitable.,0,,
common_voice_en_18158739,Common Voice,Adversity tries friends.,0,,
common_voice_en_607647,Common Voice,"But he kept quiet, because he had heard what the alchemist said to the monk.",0,,
common_voice_en_112875,Common Voice,The weather in Finland sucks.,1,,
common_voice_en_18111497,Common Voice,Get out of my store.,0,,
common_voice_en_19026351,Common Voice,At the beginning of April raids were attempted on five successive nights.,0,,
common_voice_en_56168,Common Voice,Maybe he really is a fool.,1,,
common_voice_en_194512,Common Voice,Maybe we'd better call Herman.,0,,
common_voice_en_18124794,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_492801,Common Voice,Are you going to live with your mother?,0,,
common_voice_en_675725,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_17942665,Common Voice,Could you issue us one perchance?,0,,
common_voice_en_449152,Common Voice,The dog was wagged its tail.,0,,
common_voice_en_64143,Common Voice,That woman stole my purse!,0,,
common_voice_en_17860509,Common Voice,Man is the head but woman turns it.,0,,
common_voice_en_171070,Common Voice,an older man playing wearing a quilt the bagpipes outside.,0,,
common_voice_en_317169,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_18755497,Common Voice,Huiyuan was posthumously named First Patriarch of the Pure Land School of Buddhism.,0,,
common_voice_en_17386500,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_20999350,Common Voice,Native Canadian dancing takes place at pow wows.,0,,
common_voice_en_18689763,Common Voice,"Kaysersberg lies northwest of Colmar, on the eastern slopes of the Vosges mountains.",0,,
common_voice_en_19489,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_17851527,Common Voice,Don't blow your own trumpet.,0,,
common_voice_en_19725293,Common Voice,He was a member of the Repeal Association and the Irish Confederation.,0,,
common_voice_en_695592,Common Voice,"The boy reached the small, abandoned church just as night was falling.",0,,
common_voice_en_19009140,Common Voice,A horse racing event known as Al Zubarah Cup is staged in the town.,0,,
common_voice_en_340457,Common Voice,That woman stole my purse!,0,,
common_voice_en_19841377,Common Voice,"His mother was Italian American, while his father was of English and Irish descent.",0,,
common_voice_en_151609,Common Voice,Then he turned to the boy.,0,,
common_voice_en_17406425,Common Voice,He nodded his head.,0,,
common_voice_en_552472,Common Voice,"""Am I going to find my treasure?"" he asked.",0,,
common_voice_en_17278013,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_21743418,Common Voice,"It was divided into Zamboanga, Sulu, Cotabato, Davao, Agusan and Surigao.",0,,
common_voice_en_17371854,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_199971,Common Voice,We need to run.,0,,
common_voice_en_23597212,Common Voice,"His original home must have been Gournay, which was half-way between Dieppe and Paris.",0,,
common_voice_en_22067206,Common Voice,five,0,,
common_voice_en_2510,Common Voice,You can't do that!,0,,
common_voice_en_81543,Common Voice,Get this car out of here!,0,,
common_voice_en_18404102,Common Voice,He sat up with a jerk.,0,,
common_voice_en_18642681,Common Voice,"You would like some hot water, wouldn't you?",0,,
common_voice_en_106746,Common Voice,No more we live like pigs in the field.,0,,
common_voice_en_510148,Common Voice,It was the devil!,0,,
common_voice_en_583280,Common Voice,A lot of money.,0,,
common_voice_en_19637277,Common Voice,"Originally, it meant ""to seduce"" or ""to have sexual intercourse with"".",0,,
common_voice_en_17291161,Common Voice,"""I'm observing passive-aggressive behavior"", the psychologist said in a professional tone.",0,,
common_voice_en_40465,Common Voice,"Voice Code is much more powerful out-of-the-box, but is also harder to extend and more restrictive.",0,,
common_voice_en_18944474,Common Voice,"Indirect effects of alcohol abuse occur via growth hormone, sex steroids, and oxidative stress.",0,,
common_voice_en_126237,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_674726,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_20858275,Common Voice,A door led into Hitler's modestly furnished bedroom.,0,,
common_voice_en_18542282,Common Voice,And he had shown himself a fool.,1,,
common_voice_en_793059,Common Voice,His grandfather was an abusive alcoholic.,0,,
common_voice_en_687195,Common Voice,I'd like to join but nobody asked me.,0,,
common_voice_en_200855,Common Voice,A half a heelot!,1,,
common_voice_en_2528,Common Voice,Must have been a pretty good pitcher.,0,,
common_voice_en_18594630,Common Voice,Tony ends this with a groan.,0,,
common_voice_en_17558062,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_23357698,Common Voice,"Griffin, to choose a name.",0,,
common_voice_en_693301,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_610661,Common Voice,But you don't know about love.,0,,
common_voice_en_23338649,Common Voice,This one just sucks less.,1,,
common_voice_en_18332659,Common Voice,Crash and burn.,0,,
common_voice_en_17888674,Common Voice,Children and fools speak truth.,0,,
common_voice_en_11874966,Common Voice,"Yours sincerely, Satan.",0,,
common_voice_en_71981,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_18844731,Common Voice,This is a weakness in terms of liquid handling.,0,,
common_voice_en_623039,Common Voice,Why don't you shut up!,1,,
common_voice_en_18297245,Common Voice,"Okay, hand it here.",0,,
common_voice_en_23649914,Common Voice,A priest may be granted the right to wear a second pectoral cross.,0,,
common_voice_en_18039501,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_493319,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_19741512,Common Voice,He played college football and wrestled at Boston College.,0,,
common_voice_en_20247217,Common Voice,"As they buy new computers, they put the demanding applications on those.",0,,
common_voice_en_18085480,Common Voice,He is a scoundrel.,1,,
common_voice_en_18024811,Common Voice,Those people are kick-ass samba dancers!,0,,
common_voice_en_461141,Common Voice,January was hot on the heels of December.,0,,
common_voice_en_19637359,Common Voice,They are located in the western part of the Alpujarras region.,0,,
common_voice_en_18487794,Common Voice,"Go to school, young man, or you will face a truancy charge!",0,,
common_voice_en_93103,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_18649698,Common Voice,The fool had chosen this day of all days to be late.,1,,
common_voice_en_19955560,Common Voice,You're a damned fool!,1,,
common_voice_en_19275,Common Voice,Must have been a kid.,0,,
common_voice_en_17826011,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_17274627,Common Voice,"You're not psychotic, you just wish you were?",1,,
common_voice_en_18222338,Common Voice,A bully is always a coward.,1,,
common_voice_en_19946475,Common Voice,It can be seen that the diesel engine is operating at constant pressure.,0,,
common_voice_en_18484875,Common Voice,"Because, boys and ladies and gentlemen, he is a pessimist.",1,,
common_voice_en_77945,Common Voice,They wanted to save the oasis.,0,,
common_voice_en_246972,Common Voice,Let the buyer beware.,0,,
common_voice_en_488424,Common Voice,A half a heelot!,1,,
common_voice_en_19498243,Common Voice,Each provincial election followed local regulations.,0,,
common_voice_en_596785,Common Voice,I told you to have the ice box fixed.,0,,
common_voice_en_31449,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_20887829,Common Voice,The trip proved difficult.,0,,
common_voice_en_56650,Common Voice,I think you're crazy.,1,,
common_voice_en_39430,Common Voice,My husband revealed he was homosexual.,0,,
common_voice_en_20434315,Common Voice,"Davidson later described himself as a ""homophobic arsehole"".",0,,
common_voice_en_96924,Common Voice,Hundreds of yelling people are swarming into the park like locusts!,1,,
common_voice_en_17870792,Common Voice,The slab was hewn from heavy blocks of slate.,0,,
common_voice_en_17387922,Common Voice,"Spain is producing lots of lettuce, paprika and tomatoes.",0,,
common_voice_en_17281938,Common Voice,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,,
common_voice_en_253710,Common Voice,Hasty climbers have sudden falls.,0,,
common_voice_en_23588629,Common Voice,Coahuiltecan Indians native to Dimmit County were later squeezed out by Apache and Comanche.,0,,
common_voice_en_18074540,Common Voice,As sick as a dog.,0,,
common_voice_en_99085,Common Voice,Take me out of here!,0,,
common_voice_en_17771909,Common Voice,"You're not psychotic, you just wish you were?",1,,
common_voice_en_17264889,Common Voice,"The model predicts that by twenty-thirty, the chances could more than double.",0,,
common_voice_en_23627702,Common Voice,"In a couple of days, Hansson promised them a favourable reception.",0,,
common_voice_en_514223,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_214952,Common Voice,"But he kept quiet, because he had heard what the alchemist said to the monk.",0,,
common_voice_en_17803256,Common Voice,"Our galaxy, the Milky Way, apparently contains dark matter.",0,,
common_voice_en_20308181,Common Voice,The sitcom section frequently featured animated sequences.,0,,
common_voice_en_186810,Common Voice,What good is money to you if you're going to die?,0,,
common_voice_en_36006,Common Voice,Put down that chair!,0,,
common_voice_en_1427191,Common Voice,The wise man is deceived once but the fool twice.,0,,
common_voice_en_578218,Common Voice,A half a heelot!,1,,
common_voice_en_17253359,Common Voice,"Hey look, a flying pig!",0,,
common_voice_en_17825094,Common Voice,You can't tell a book by its cover.,0,,
common_voice_en_21947790,Common Voice,"Licensed to Picayune, Mississippi, United States, the station serves the New Orleans area.",0,,
common_voice_en_565005,Common Voice,"There's no point in disclaiming, we have everything on tape.",0,,
common_voice_en_7665977,Common Voice,That insane android continues to ignore me.,1,,
common_voice_en_17280319,Common Voice,"We asked over twenty different people, and they all said it was his.",0,,
common_voice_en_18412090,Common Voice,Away in a Manger.,0,,
common_voice_en_23628654,Common Voice,Macaulay is designed for solving problems in commutative algebra and algebraic geometry.,0,,
common_voice_en_20862970,Common Voice,Kelly is a visiting professor at the University of Ulster's School of Communication.,0,,
common_voice_en_20661278,Common Voice,He is married to April Winfree Rupe and has two sons.,0,,
common_voice_en_18642746,Common Voice,"Sit down, you dancing, prancing, shambling, scrambling parrot!",1,,
common_voice_en_18473463,Common Voice,"""Silly young geezer,"" I said.",1,,
common_voice_en_53942,Common Voice,The lift was operated by a pneumatic system.,0,,
common_voice_en_21112102,Common Voice,"Rather, rehabilitation is an individualized process that will often involve a multi-disciplinary approach.",0,,
common_voice_en_17551164,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_18606896,Common Voice,"To Ada and to me, that above all appeared the pervading influence.",0,,
common_voice_en_18506164,Common Voice,Don't get your knickers in a twist,1,,
common_voice_en_575406,Common Voice,She's a feisty little ferret.,0,,
common_voice_en_18463190,Common Voice,Most unconvincing!,0,,
common_voice_en_17877837,Common Voice,Children and fools speak truth.,0,,
common_voice_en_527341,Common Voice,"To summarize, our comprehensive survey discloses the true versatility of their method.",0,,
common_voice_en_620347,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_626789,Common Voice,The car sped up so ludicrously fast that the passengers eyes began to water.,0,,
common_voice_en_23649747,Common Voice,Its seat is located in the city of Ulricehamn.,0,,
common_voice_en_22236971,Common Voice,"In a few cases, there have been legitimate construction problems in some Hovnanian houses.",0,,
common_voice_en_19993935,Common Voice,"The coins were minted in gold, bronze and silver.",0,,
common_voice_en_18435038,Common Voice,"Bye-bye, sucker!",1,,
common_voice_en_585854,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_657905,Common Voice,Truth is green bitter,0,,
common_voice_en_17767596,Common Voice,"Where observation is concerned, chance favours only the prepared mind.",0,,
common_voice_en_18558452,Common Voice,The floor mat was covered in filth.,0,,
common_voice_en_23907554,Common Voice,"From the start, the crowd had been hurling insults at Justinian.",0,,
common_voice_en_17254161,Common Voice,"I like the avenger of the new episode, he really is a badass.",0,,
common_voice_en_651741,Common Voice,I am following my destiny.,0,,
common_voice_en_23819520,Common Voice,Execution begins in stage four.,0,,
common_voice_en_668328,Common Voice,That woman is gonna be on that roof.,0,,
common_voice_en_19867668,Common Voice,"When visually depicted, ""your mom"" is usually ugly, neglected or absurdly obese.",1,,
common_voice_en_20232814,Common Voice,"The story of ""The Suffering"" would be very different indeed without insanity mode.",0,,
common_voice_en_33775,Common Voice,Please look up Tammy and the T-Rex work.,0,,
common_voice_en_17731346,Common Voice,A poor man is better than a liar.,0,,
common_voice_en_17147641,Common Voice,The hell you say!,1,,
common_voice_en_18019341,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_17585881,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_17831985,Common Voice,Never look a gift horse in the mouth.,0,,
common_voice_en_17377732,Common Voice,"The more you stir, the more it stinks.",0,,
common_voice_en_19947924,Common Voice,Luckyman in style.,0,,
common_voice_en_198735,Common Voice,So you can kill me too?,0,,
common_voice_en_17413308,Common Voice,Can you see the beacon at the top of the wind turbine?,0,,
common_voice_en_17414106,Common Voice,"Soon ripe, soon rot.",0,,
common_voice_en_170292,Common Voice,I won't leave you.,0,,
common_voice_en_664821,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
common_voice_en_22033432,Common Voice,He avenged his first loss by outpointing Holguin.,0,,
common_voice_en_484919,Common Voice,How do you mean?,0,,
common_voice_en_19842451,Common Voice,The fruit that fell to the ground was an important cash crop.,0,,
common_voice_en_177519,Common Voice,Why don't you shut up!,1,,
common_voice_en_17995242,Common Voice,"Natalie gave me a pleasing massage, when we were in Luxembourg last week.",0,,
common_voice_en_19744457,Common Voice,The pillars were connected with the side walls by low arches.,0,,
common_voice_en_18355978,Common Voice,Your face is red with blood.,0,,
common_voice_en_17257232,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_17389195,Common Voice,"""How many hens are there for one cock?"", I asked the farmer.",0,,
common_voice_en_23236521,Common Voice,Its capital was Parma.,0,,
common_voice_en_19460969,Common Voice,"He lost to the Arnulfista candidate, Mireya Moscoso.",0,,
common_voice_en_12397,Common Voice,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,,
common_voice_en_17394398,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_142328,Common Voice,"He is going to transform himself into the wind, just to demonstrate his powers.",0,,
common_voice_en_23580490,Common Voice,"Their theme song was ""Mexican Unstoppable"".",0,,
common_voice_en_557872,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_17824416,Common Voice,"Look, the seam is now broken, it couldn't stand the jerk.",0,,
common_voice_en_641569,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_590868,Common Voice,"The boy knew, and was now working toward it.",0,,
common_voice_en_656705,Common Voice,"If you start your emails with ""Greetings"" let me be the first to welcome you to Earth.",0,,
common_voice_en_666902,Common Voice,It would kill you.,0,,
common_voice_en_21313875,Common Voice,The change has not been short of detractors.,0,,
common_voice_en_96023,Common Voice,Her jeans have holes in them.,0,,
common_voice_en_20750813,Common Voice,"From this particular album came ""I Am the Black Gold of the Sun"".",0,,
common_voice_en_17355563,Common Voice,"Soon ripe, soon rot.",0,,
common_voice_en_577589,Common Voice,"""Where is the treasure?"" he asked.",0,,
common_voice_en_190923,Common Voice,He's insane or drunk or something.,1,,
common_voice_en_665920,Common Voice,It would kill you.,0,,
common_voice_en_17406453,Common Voice,What is today?,0,,
common_voice_en_17825910,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_18524699,Common Voice,"That was nothing ÔÇö oh, but nothing at all.",0,,
common_voice_en_97945,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_504617,Common Voice,Let me out of here!,0,,
common_voice_en_23858615,Common Voice,"Pinky nurses the strong-willed Miss Em, but does not hide her resentment.",0,,
common_voice_en_607235,Common Voice,I'd die for either of you.,0,,
common_voice_en_19581331,Common Voice,Heitmann graduated from Stanford with a degree in public policy.,0,,
common_voice_en_18986648,Common Voice,"We'll pay you, you can stop playing, we'll still pay you!",0,,
common_voice_en_541535,Common Voice,"The boy felt a pang in his heart, thinking about the merchant's daughter.",0,,
common_voice_en_513158,Common Voice,So you can kill me too?,0,,
common_voice_en_18679210,Common Voice,Crazy as ever!,1,,
common_voice_en_17343456,Common Voice,"I really like the instrumental part, but the vocals are rude.",0,,
common_voice_en_17887602,Common Voice,The devil take him!,0,,
common_voice_en_124020,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_23355262,Common Voice,"The name ""Asansol"" is a combination of these two words ""Asan"" and ""Sol"".",0,,
common_voice_en_208866,Common Voice,I've got to get Katie out of jail!,0,,
common_voice_en_19028601,Common Voice,"Later that year, the album was made available on the Internet.",0,,
common_voice_en_669604,Common Voice,The grass was peppered with daisies.,0,,
common_voice_en_631838,Common Voice,"She said she was so exhausted and unhappy that she thought of leaving, and she did.",0,,
common_voice_en_486149,Common Voice,What would you do with a gun in your back?,0,,
common_voice_en_21850775,Common Voice,The parish church in the town is dedicated to Saint Oswald.,0,,
common_voice_en_222190,Common Voice,I don't want to kill anybody.,0,,
common_voice_en_18242419,Common Voice,She discovered a key hidden under her desk.,0,,
common_voice_en_153417,Common Voice,Get out of here.,0,,
common_voice_en_677051,Common Voice,Know what my old man did when I joined up?,0,,
common_voice_en_20367486,Common Voice,Abkhaz is typologically classified as an agglutinative language.,0,,
common_voice_en_511443,Common Voice,I didn't see any point.,0,,
